,Epoch,CLARIFY Test AP,CLARIFY Test ROC
0,0,0.7061658676823243,0.6865149856142763
1,1,0.6394504862296846,0.6295949137438991
2,2,0.7372541229496622,0.7292520879684097
3,3,0.7924549861531182,0.7967241173455719
4,4,0.6754776810186705,0.6664572388729048
5,5,0.7970543699781221,0.8017878775524467
6,6,0.7338204907684461,0.7670874151125814
7,7,0.7766220194225542,0.8045878519260563
8,8,0.771864732085193,0.7948731202460133
9,9,0.7713704517959705,0.7945688068585539
10,10,0.7999433965424436,0.8205206234201913
11,11,0.8125958596544027,0.8333614835350441
12,12,0.8059874055368311,0.8272875921676431
13,13,0.8049181433997554,0.8255905718179595
14,14,0.8142985926558022,0.8352972952509639
15,15,0.8217903012927641,0.8436768337429673
16,16,0.8212871402162066,0.8430558305862618
17,17,0.8173088904026684,0.838267626879754
18,18,0.8159160816695596,0.835535358594742
19,19,0.8167671973313478,0.8343697946394248
20,20,0.8165680075313879,0.8321951915572692
21,21,0.816919140560185,0.831202896946965
22,22,0.821119020985043,0.8344680776712599
23,23,0.8284467037970273,0.8415502801430418
24,24,0.8365677799993376,0.8494194748919615
25,25,0.8438918411332912,0.8561696991228784
26,26,0.8505220426283656,0.8617212343766382
27,27,0.8557727525642871,0.8655939498421649
28,28,0.8589023591281082,0.8677772891938171
29,29,0.8598299764312856,0.8685162319887244
30,30,0.8595883970457235,0.8683677154072849
31,31,0.8602722441319153,0.8691277708534754
32,32,0.8626672480851626,0.8714370580903681
33,33,0.8656395641901239,0.8740208097939406
34,34,0.8681824590796803,0.8762703991892742
35,35,0.8706702970656542,0.8786444804249322
36,36,0.8728697598120847,0.8809497635383056
37,37,0.8750287413550099,0.8829856783422056
38,38,0.8772108144711976,0.8846834267143473
39,39,0.8792563334844948,0.8863149250428077
40,40,0.8825389250297133,0.8891607648312736
41,41,0.8857705469376742,0.8920757667532528
42,42,0.8878085880471746,0.893862333865275
43,43,0.8887677139562649,0.8945233782571724
44,44,0.8900288342719073,0.8955921152255705
45,45,0.8912231838756204,0.8965403644771635
46,46,0.8924584934053716,0.8974573087630607
47,47,0.8938693369012193,0.8986825705599366
48,48,0.8954596336696249,0.9000002912089832
49,49,0.8966685829134666,0.900967833055714
50,50,0.8979099596181422,0.9019077100490397
51,51,0.8989651784927416,0.9027558562126525
52,52,0.8998365433164941,0.9035399363999581
53,53,0.9009714850170415,0.9045234947407657
54,54,0.9018094942616564,0.9051517781220515
55,55,0.9029902832139135,0.9058732483779661
56,56,0.9047186512009922,0.9072513948910297
57,57,0.9060385333912738,0.9084555440366223
58,58,0.9075374647239804,0.909848979021305
59,59,0.9086250237338269,0.910863842327808
60,60,0.9090211692408547,0.9111019056715863
61,61,0.9096649603375078,0.9114855735069716
62,62,0.9107266793839358,0.9121356975619984
63,63,0.9117522636670198,0.912738500157253
64,64,0.9123775860750357,0.9130908630269426
65,65,0.9125871133148067,0.9129095854348914
66,66,0.913148779178197,0.9130275250730934
67,67,0.914173029367196,0.9137766601824132
68,68,0.9153512236717758,0.9147358297708768
69,69,0.9164443592884439,0.9156942713368822
70,70,0.9174790632644759,0.9168743957413599
71,71,0.9179336560336857,0.9176424594345888
72,72,0.9182518444149989,0.9182372537828047
73,73,0.9190274089092029,0.9191523780125569
74,74,0.9199947867975283,0.920082790713928
75,75,0.921219432617717,0.921071445211942
76,76,0.9221230257790284,0.9220229705645959
77,77,0.9226442860328143,0.9226803748442031
78,78,0.9222868478931815,0.9225893720369487
79,79,0.9221182921094951,0.9225194818809771
80,80,0.9231530444551245,0.9234498945823482
81,81,0.9243327261128321,0.9244403691365072
82,82,0.9252599728265789,0.9249922101596991
83,83,0.9255691369404002,0.9253194562545866
84,84,0.9259692066747698,0.9259076984006801
85,85,0.926056725991564,0.9261756106652379
86,86,0.9258984050916228,0.9262862700788592
87,87,0.9260437979814788,0.926772589080828
88,88,0.926529979114997,0.9272705564421251
89,89,0.9279752922609406,0.9284652412957635
90,90,0.9294915780839477,0.9296672063739823
91,91,0.9299672713931347,0.9299678796491513
92,92,0.9301350407548049,0.9299278384139593
93,93,0.9303533077045683,0.9301535253759509
94,94,0.9303821786821742,0.9302933056878938
95,95,0.9303622962657407,0.9304607508532424
96,96,0.9310316427263488,0.9311501881210033
97,97,0.9320669012560768,0.93207477664271
98,98,0.9330141444100426,0.93286832112197
99,99,0.9334378652240161,0.9331981152954607
100,100,0.9328627822092788,0.9325610956446784
101,101,0.9320686755774015,0.9316619879090031
102,102,0.9332530909303608,0.932649914384559
103,103,0.934800220196688,0.93409576698622
104,104,0.9358032748643215,0.9349104241167632
105,105,0.9357724817094366,0.9349257125883821
106,106,0.9352103599311807,0.9341394483337022
107,107,0.9345697260288801,0.9333233351582428
108,108,0.9349965673273529,0.9337106431059184
109,109,0.9357145143647018,0.9345471409102027
110,110,0.936620573757424,0.935542347610339
111,111,0.9371711013326451,0.9359529522766719
112,112,0.9370083977602311,0.9354236799496791
113,113,0.9368834211972521,0.9349264406108401
114,114,0.9370936313764684,0.935243858402544
115,115,0.9376610823085575,0.9358422928630502
116,116,0.9383632671501824,0.9366089005113631
117,117,0.9383400620867396,0.9366343812973941
118,118,0.9380354464765859,0.9363861256392039
119,119,0.9378675037362489,0.9363358920895991
