,Epoch,CLARIFY Test AP,CLARIFY Test ROC,CLARIFY Test AUPRC
0,0,0.5779017710313742,0.5569051878556794,0.5777692682746907
1,1,0.543347082751456,0.50684636364107,0.5431543194852573
2,2,0.49919539602613133,0.495221422368215,0.5819524328449488
3,3,0.528190252123504,0.5148958652854301,0.5279678876646985
4,4,0.5954036024353445,0.5834931342628724,0.595266663073628
5,5,0.5762262907350179,0.5597531308201351,0.5760900185903186
6,6,0.6322139033325438,0.6343538752150093,0.632085474257597
7,7,0.5631280539102985,0.5527853492113414,0.5629404617699718
8,8,0.5766168857779463,0.5747788267772485,0.5764371651559904
9,9,0.65162690349527,0.6670251772815576,0.6515082320029497
10,10,0.6135716817592789,0.6238185408876826,0.6134266197006751
11,11,0.6474123116042314,0.6653718787250482,0.6472920229502592
12,12,0.6605500627657728,0.67864700423612,0.6604371435576288
13,13,0.6478396034444518,0.6607723946179404,0.6477201763736298
14,14,0.6653055619302272,0.6807568942108948,0.6651973518664714
15,15,0.6606100735037632,0.6730963183418949,0.660499957430148
16,16,0.6552061218207365,0.665047261600148,0.6550915762434376
17,17,0.661079119505283,0.671503283866634,0.6609624926665587
18,18,0.6527061065233196,0.6610305594706984,0.6525862706549385
19,19,0.6490481858818034,0.6568791731865122,0.6489272884677844
20,20,0.6508509150174611,0.6597044261176924,0.6507302962070621
21,21,0.6411042801956066,0.6488169715948287,0.6409831516082674
22,22,0.6387435550817362,0.6461646239974321,0.6386213518616368
23,23,0.6413809738842791,0.6494645475712524,0.6412546990047215
24,24,0.6373128358536675,0.6447384280021381,0.637181923893277
25,25,0.6340474739511122,0.641444247716598,0.63391392258606
26,26,0.6368667191924796,0.6452570631121051,0.6367359962516487
27,27,0.6358646212831054,0.6453614534434492,0.6357358227148097
28,28,0.634786556535409,0.6447815835556229,0.6346579271040221
29,29,0.6376062428978093,0.6483353847388372,0.6374770011559898
30,30,0.6389627484803564,0.6504013911376693,0.6388290574179211
31,31,0.6395035216670364,0.651123993872963,0.6393678466945303
32,32,0.640289361000924,0.6526089979045896,0.6401495281881195
33,33,0.6416732127343817,0.6543103459433295,0.6415305866483244
34,34,0.6421719957053389,0.6543651094104507,0.6420291702403627
35,35,0.6420644364224152,0.6543008007599908,0.6419188976861879
36,36,0.6409823912293422,0.6549235026357648,0.6408312499759672
37,37,0.6385732894494665,0.6539716132718818,0.638420489653323
38,38,0.6374539184575241,0.65351490051654,0.6372974956024104
39,39,0.6367414596614542,0.653518095726217,0.636585742578007
40,40,0.6366494209112191,0.6531385937971192,0.6364956768982867
41,41,0.6366856385823005,0.6526271580203484,0.6365320246420293
42,42,0.6377535450722931,0.6531469256096946,0.6376033184247856
43,43,0.6386391166210987,0.6531950559833091,0.6384918736826228
44,44,0.6388054123308103,0.6529673467367121,0.6386588511255971
45,45,0.6391987668553014,0.6529533929729331,0.6390533275659057
46,46,0.6380057795347533,0.652490856037927,0.6378600626939244
47,47,0.6365908106095232,0.6513794084186576,0.6364445846983522
48,48,0.6358210631807435,0.6510799080685596,0.6356749752922876
49,49,0.6349824374087012,0.6505739729059162,0.6348351565970254
50,50,0.6341719519920606,0.6500828813122782,0.6340241378758467
51,51,0.6340739440805987,0.649594863591241,0.6339263830332719
52,52,0.6349390595017661,0.6492286278491564,0.6347948725530771
53,53,0.6363335321509036,0.6492048862278859,0.63619251650689
54,54,0.6375603317319898,0.6494214324634597,0.637422302947898
55,55,0.6385525716522251,0.6500863191961079,0.638416905083115
56,56,0.640241663546263,0.6518010952046293,0.6401044589033508
57,57,0.6415561866456196,0.6535654576316814,0.6414178733357405
58,58,0.6423884050692312,0.6550576609965042,0.6422502040497184
59,59,0.6420007584891637,0.6556916472203779,0.6418610089238974
60,60,0.6416565548751659,0.6560048991057943,0.6415154809706458
61,61,0.6418241281533121,0.6566185411465351,0.6416814272431333
62,62,0.6419846475924587,0.6567413747134827,0.6418421812596431
63,63,0.6419158555053781,0.6565290752755808,0.6417755590603698
64,64,0.642043364680162,0.6563264828037859,0.6419046714301809
65,65,0.643149059517571,0.6570852439878287,0.6430141909831567
66,66,0.6442188211413442,0.6578900323694963,0.6440871692085932
67,67,0.6462520054713923,0.6593558246973692,0.6461227512954861
68,68,0.6475615192643661,0.6607373282028782,0.6474338162200955
69,69,0.6487927469622565,0.6621129266373387,0.6486658390803974
70,70,0.6493043946427737,0.6632106631669819,0.6491759738867267
71,71,0.6487303062736831,0.663661470851275,0.6485984602581815
72,72,0.647982182934436,0.6637559115423592,0.6478510839671838
73,73,0.6482685011115246,0.6639686154371823,0.6481394758158981
74,74,0.6484164418922382,0.6637044241762993,0.6482844709946127
75,75,0.6486061334914694,0.6629989299687695,0.6484765521427142
76,76,0.6480649964164147,0.6616684689267073,0.6479371631095572
77,77,0.6487000028379998,0.6614668067058309,0.6485737520110648
78,78,0.6491604951295005,0.661272384263843,0.6490397350269828
79,79,0.6492308999094374,0.6609342987234692,0.6491111462110466
80,80,0.6490331750763196,0.6607567016894003,0.6489124590097377
81,81,0.648347235490635,0.6605637757380207,0.6482251294382635
82,82,0.6471036230871445,0.6598914469980237,0.6469786893780701
83,83,0.6453389256370398,0.6585124511254257,0.6452122858976395
84,84,0.6441667731492792,0.6573848656750031,0.6440404452383885
85,85,0.6438406623267912,0.6566574499023479,0.6437138561537528
86,86,0.6432458986483793,0.6553709533276126,0.6431172408067002
87,87,0.6422635620483372,0.6538144413123299,0.642133499859818
88,88,0.6410965069850427,0.652265613978549,0.6409666003208832
89,89,0.6413975827664148,0.6519636868869243,0.6412698401903214
90,90,0.6420460970720905,0.6521558039244617,0.6419193908737746
91,91,0.642232397666216,0.6524932423337617,0.6421054823457362
92,92,0.6422417670728489,0.6526213338406841,0.6421116755852505
93,93,0.6423273513192627,0.6526587865515808,0.6421968930041653
94,94,0.6427995517917992,0.6531967142566858,0.6426691827071717
95,95,0.6424812976517122,0.6534829484197706,0.6423497382586526
96,96,0.6421165314259147,0.6538155333460172,0.6419842336246033
97,97,0.6411730090675409,0.6535865702829646,0.641038795560791
98,98,0.6407764173289792,0.6535417160104109,0.640641516199941
99,99,0.6401652030260601,0.6530235662487495,0.6400332110707474
100,100,0.6398139192812168,0.65268709853606,0.6396839628644829
101,101,0.6393563660903563,0.6523306506514669,0.6392261772473312
102,102,0.6389991710046543,0.6521107474234475,0.6388679899217052
103,103,0.6396759879902039,0.6526643680570925,0.6395408784251054
104,104,0.6399873534837772,0.6529035234345576,0.639852955367533
105,105,0.6401048834054308,0.6527040048353634,0.6399717506035003
106,106,0.6394754544275324,0.6523040778317486,0.6393391578030732
107,107,0.6389562792863879,0.651989289010032,0.6388193198189321
108,108,0.6379579621572606,0.6513529569360156,0.6378225687207453
109,109,0.6368835971607352,0.6505289568505943,0.6367447212525335
110,110,0.6357535351668376,0.6494768430616548,0.6356167047217558
111,111,0.6355655205008992,0.6491255722256521,0.6354228622739349
112,112,0.6364870643766518,0.6495281686449462,0.6363409518554766
113,113,0.6377276852761817,0.6498976400424001,0.6375752234099249
114,114,0.637808730178134,0.6495086738213478,0.6376566212785261
