,Epoch,CLARIFY Test AP,CLARIFY Test ROC
0,0,0.42069669439898516,0.38469706300834583
1,1,0.44248580383501435,0.4303128119093631
2,2,0.4426257167593287,0.43811718235681363
3,3,0.47667725937654615,0.4717556117139884
4,4,0.49067091875749214,0.49026311877508544
5,5,0.5344516477017969,0.5415065089511351
6,6,0.4650052683295865,0.4498927562700419
7,7,0.4585862878975787,0.44180169466329716
8,8,0.47266681882479833,0.4652891333432437
9,9,0.527284452832792,0.5365053409501157
10,10,0.48511690757000864,0.5017520015290196
11,11,0.47619743463628106,0.47622587016075946
12,12,0.44803541227515475,0.42965448406209517
13,13,0.48512568130401024,0.4918770838200004
14,14,0.4577532374905882,0.462294803457283
15,15,0.44672211926143673,0.4284015375140691
16,16,0.4440864940380699,0.4285077194249188
17,17,0.5511980118495604,0.5558410669158402
18,18,0.452127878253336,0.45252606765911363
19,19,0.45297176628823954,0.4548833060799763
20,20,0.5214062083562362,0.5485145150672132
21,21,0.5226432790236633,0.5125613200535156
22,22,0.4753299242499611,0.4704283378283675
23,23,0.4901735716486443,0.4863768608379876
24,24,0.5473006254471787,0.5288708615600246
25,25,0.5873431360906972,0.577608358640022
26,26,0.5410376465628584,0.6017116524028967
27,27,0.47357729380409197,0.4889252266983797
28,28,0.4650370868565178,0.47344390409649817
29,29,0.463327084849827,0.4705769925035571
30,30,0.46665037737401593,0.4784344539064325
31,31,0.477182246870515,0.49900189003801315
32,32,0.501555463429388,0.5498948799082588
33,33,0.5576085485735423,0.6467327826031558
34,34,0.6415989913912268,0.7326339484805369
35,35,0.6198741322231509,0.6898214020259509
36,36,0.5789983289576828,0.6292127673129606
37,37,0.5455184419111749,0.5615111809552125
38,38,0.5388115605295212,0.5482809148633438
39,39,0.5608949525270897,0.59742190320457
40,40,0.5971540643259744,0.6622565779693771
41,41,0.6508684056404379,0.7398437002272292
42,42,0.6656128846587248,0.755909023338784
43,43,0.6651085019939795,0.7561426235426533
44,44,0.6479172941468053,0.7380173713606151
45,45,0.6183843224022185,0.6937926054917285
46,46,0.5880492872249794,0.6475397651256132
47,47,0.5910979455621843,0.6529975153432862
48,48,0.6131320391347624,0.6890356558856633
49,49,0.6372950442038651,0.725530378644694
50,50,0.6518274809094731,0.7423283569411114
51,51,0.6548353494438051,0.7450466138588631
52,52,0.6508570304852452,0.7416806472849284
53,53,0.6454098896916098,0.736414024506785
54,54,0.6466796838705842,0.73800675316953
55,55,0.6543709173120809,0.7457580326615557
56,56,0.6614533889842276,0.7518210197710717
57,57,0.668701456645451,0.7563337509821827
58,58,0.6698082839666141,0.756854042345346
59,59,0.6682839111238112,0.7558559323833592
60,60,0.6684050772122225,0.7563125146000127
61,61,0.670212896362566,0.7569708424472806
62,62,0.6670452820209936,0.7537322941663658
63,63,0.6695288604723731,0.7552506954915161
64,64,0.6673018256149021,0.7544861857333985
65,65,0.6638195261599241,0.7539340397969801
66,66,0.6636189700290009,0.7540508398989149
67,67,0.6624561296295969,0.753073966319098
68,68,0.6622545588707193,0.7529996389815031
69,69,0.6655572099751601,0.7539128034148102
70,70,0.6630709811361523,0.7531589118477776
71,71,0.6664732855367693,0.753668585019856
72,72,0.6765723567145795,0.7557391322814244
73,73,0.6711098698126639,0.7521183291214508
74,74,0.6685217289392351,0.7541251672365096
75,75,0.6700272035239558,0.7585741893011106
76,76,0.6725488377333773,0.7598271358491367
77,77,0.6690914068899866,0.7570876425492152
78,78,0.6684730025753254,0.7548790588035422
79,79,0.66317669214131,0.7503981821656862
80,80,0.6706647269236942,0.7582025526131367
81,81,0.667604632580347,0.7569920788294506
82,82,0.6663540782345301,0.7569496060651107
83,83,0.6674754338911654,0.757193824460065
84,84,0.6701822145985479,0.756864660536431
85,85,0.6688206913292352,0.7548365860392025
86,86,0.6694142501836773,0.7561850963069932
87,87,0.672976797589627,0.7592643717216335
88,88,0.6687455456811224,0.7576185521034635
89,89,0.6670020087792148,0.7569602242561957
90,90,0.6660300718219803,0.755919641529869
91,91,0.6681697695565321,0.7571407335046402
92,92,0.6723012424944922,0.7597846630847969
93,93,0.6718457445765744,0.7590626260910192
94,94,0.6713823915987825,0.7592856081038035
95,95,0.6694738284533507,0.7586166620654505
96,96,0.6627930561173258,0.7544118583958037
97,97,0.6623674708703206,0.7536261122555162
98,98,0.669818442455278,0.7591475716196989
99,99,0.6661531515043427,0.75557985941515
100,100,0.6616782763889113,0.7508866189555947
101,101,0.6664695965523783,0.7553144046380258
102,102,0.668615825194725,0.7592431353394635
103,103,0.669167827820033,0.7593917900146532
104,104,0.6670518940881941,0.7577990613519081
105,105,0.6691829787692591,0.7586378984476204
106,106,0.662460081628744,0.7507379642804051
107,107,0.6612077438409519,0.7477223980122746
108,108,0.6645201945884939,0.7535305485357515
109,109,0.6646009813736613,0.7570239334027056
110,110,0.6679655238600208,0.7586272802565356
111,111,0.6681128942024269,0.7595829174541825
112,112,0.6687971596258089,0.7587971713138949
113,113,0.6610958773107712,0.753721675975281
114,114,0.6592320893827182,0.7494213085858693
115,115,0.6613571138624638,0.7515024740385228
116,116,0.6654394223827611,0.7559302597209538
117,117,0.667138472859165,0.7586378984476205
118,118,0.665085069434048,0.7569283696829407
119,119,0.667419400649586,0.75878655312281
