,Epoch,CLARIFY Test AP,CLARIFY Test ROC
0,0,0.4842525563403088,0.4597651550506673
1,1,0.5136672899742003,0.5153749100042447
2,2,0.5120154148336891,0.517070465210631
3,3,0.5140961741691241,0.5128573740235314
4,4,0.5069005637166135,0.5039574680646984
5,5,0.5105446148855356,0.5020227058997349
6,6,0.5266938242419488,0.5113857821950287
7,7,0.5193626207583529,0.515884983665917
8,8,0.5184611451026673,0.5133123362780804
9,9,0.5301961011148583,0.5251378371469646
10,10,0.5206861590158036,0.5096491865790825
11,11,0.5159905049347216,0.5047384084294656
12,12,0.523804625511737,0.5112673512988704
13,13,0.5318988731016799,0.5268111132738755
14,14,0.5269621862679957,0.5211006334294069
15,15,0.528861482428697,0.5239335942721659
16,16,0.5343575033991648,0.5245292665023487
17,17,0.5244446099690775,0.5158709126683536
18,18,0.509807528113343,0.5073016751522599
19,19,0.5017021591263556,0.4981180040758989
20,20,0.50514642434225,0.5020625737261644
21,21,0.5207737256242203,0.5161898552797901
22,22,0.5349984138259744,0.5344117971243572
23,23,0.5435513876131957,0.5392873977800656
24,24,0.5372200246108609,0.5306243536135495
25,25,0.5334230388826993,0.5255564493244749
26,26,0.5365407003655392,0.5281888984519558
27,27,0.5445579105302965,0.539568817731333
28,28,0.5518949374165558,0.5521201475578611
29,29,0.5474070829955074,0.5459242182974562
30,30,0.5325398661740681,0.5301904978553453
31,31,0.5154287172401241,0.516832430835184
32,32,0.5082507133340128,0.5096186994176952
33,33,0.5080836252331566,0.5081881479987523
34,34,0.5112382569672282,0.5110539411691593
35,35,0.5208257537550651,0.5200312376145907
36,36,0.5375808482697565,0.535370970124927
37,37,0.558685634453723,0.5553072285059649
38,38,0.5755564121426147,0.5834937817916601
39,39,0.5765877952353063,0.587912075026559
40,40,0.5647419598518737,0.5655673308959238
41,41,0.5540605419193091,0.5496671036493133
42,42,0.551760591171025,0.5483373943795745
43,43,0.5551487831820819,0.5548710275815004
44,44,0.565407126306772,0.5706070931898717
45,45,0.5796664267721968,0.5928603758363449
46,46,0.5977266531813303,0.6219873407925255
47,47,0.6111881402500321,0.6448878893269138
48,48,0.6079748297037614,0.6346019901080887
49,49,0.5932483999577574,0.6066218114533231
50,50,0.5857897441576013,0.594584073037858
51,51,0.5949182094483665,0.6142975406241425
52,52,0.6096576332276301,0.6400087709218145
53,53,0.6246737829768219,0.6621905259973406
54,54,0.6313789471315636,0.6728047484926444
55,55,0.6326803655226267,0.6779664594321414
56,56,0.6271192136377479,0.6752953150613612
57,57,0.6230066291238788,0.6719206208124124
58,58,0.6290883772724808,0.6810761498936466
59,59,0.6412543463519086,0.693962838495435
60,60,0.6526799252582224,0.706108454558886
61,61,0.6549481965928938,0.708624817956469
62,62,0.65294523665661,0.7072880731879487
63,63,0.6478719759022449,0.7039966323412499
64,64,0.64908562034764,0.7063171743560761
65,65,0.6553592617032306,0.7123207999831148
66,66,0.6612060296934852,0.717583353071816
67,67,0.6645021798558067,0.719348090682889
68,68,0.6623973687263283,0.7188403621874774
69,69,0.6579876087395901,0.7162935116285069
70,70,0.6600064038184477,0.7178202148641328
71,71,0.6641297862667813,0.7203741009218849
72,72,0.6658721940161043,0.7218327943359545
73,73,0.6670660516725994,0.7224519182287428
74,74,0.6672092248211483,0.722322934084412
75,75,0.669011854256328,0.7234697203858268
76,76,0.6695192728980295,0.7233149394126297
77,77,0.668769997854415,0.7224824053901302
78,78,0.6682369210351782,0.7221142142872218
79,79,0.6676562842963655,0.723157813273172
80,80,0.6690917611353655,0.7241263669387841
81,81,0.6691504682700697,0.724238934919291
82,82,0.6710308385416037,0.7252450112450722
83,83,0.6687918388945437,0.72385901798508
84,84,0.6661528531058394,0.7224988215539541
85,85,0.6731173862563905,0.7259251094606353
86,86,0.677218372125482,0.7280263784300988
87,87,0.6685903115102393,0.723821495324911
88,88,0.6661339708751752,0.722665328358454
89,89,0.6696988487679265,0.7247173488364458
90,90,0.6739744129508828,0.726520781690818
91,91,0.6750443353901873,0.7267388821530503
92,92,0.6704670165265426,0.7254220712977447
93,93,0.666812786519955,0.7240442861196643
94,94,0.6688840837801887,0.725052707611706
95,95,0.6697484162726972,0.7255217408638184
96,96,0.6691052565492169,0.7250058042864949
97,97,0.6720633587800104,0.7265114010257756
98,98,0.6749005166999644,0.7273064123881063
99,99,0.6749335387073875,0.7272571638966344
100,100,0.6699503811729727,0.725711699330924
101,101,0.6658005061464536,0.7235213140435591
102,102,0.6652281601569539,0.7232610005886367
103,103,0.6698515643861236,0.7256765218370156
104,104,0.6718029871304391,0.7264316653729166
105,105,0.6731681872759965,0.7269499471165008
106,106,0.6710720949688289,0.7261971487468604
107,107,0.6632080383133846,0.7221423562823487
108,108,0.66452004992003,0.7227755511727004
109,109,0.6688849552705676,0.7250761592743117
110,110,0.6723821837774921,0.7269991956079725
111,111,0.6721867465582023,0.7269640181140642
112,112,0.6640352334259515,0.7225855927055949
113,113,0.6617934880770044,0.7217014650253629
114,114,0.6659794043488556,0.723704237011883
115,115,0.6717625178040422,0.726274539233459
116,116,0.672762043946866,0.7255768522709417
117,117,0.6723853200592175,0.7260447129399239
118,118,0.6709517707925747,0.726274539233459
119,119,0.6655740111883118,0.7234533042220028
